eenheid_id;bouwnummer;building;apt_type;apt_index;ruimte_id;ifc_guid;naam;soort_code;soort_naam;detail_soort_code;detail_soort_naam;oppervlakte_m2;inhoud_m3;hoogte_mm;verwarmd;verkoeld;afsluitbaar;bouwlaag;sanitair;aanrecht_lengte_mm;gedeeld_met_aantal
3004635;49;B2;hoek;29;0.07.156;2TjBETwqr4uQv9bNcZouhY;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;28.04;68.38;2438.0;ja;nee;ja;;;2100;
3004635;49;B2;hoek;29;0.07.173;2L6W34Qm1FpRo0GE1HCVCV;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;10.81;26.35;2438.0;ja;nee;ja;;;;
3004635;49;B2;hoek;29;0.07.161;0mkmGAtGn8SRljrPgdQm0i;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;6.21;15.14;2438.0;ja;nee;ja;;;;
3004635;49;B2;hoek;29;0.07.174;15Ksl17R11hBhqJSjFBvZU;entree;VRK;Verkeersruimte;HAL;Hal;10.58;25.79;2438.0;nee;nee;nee;;;;
3004635;49;B2;hoek;29;0.07.166;36$jEjTVb4YeRd$7e4CYzS;badkamer;VTK;Vertrek;BAD;Badruimte;5.09;12.41;2438.0;ja;nee;ja;;DOU,WAS;;
3004635;49;B2;hoek;29;0.07.167;2KjPEPxOT6Z9ssmll1zLzn;technische ruimte;OVR;Overige ruimtes;TEC;Technische ruimte;4.13;10.06;2438.0;nee;nee;nee;;;;
3004636;50;B2;hoek;30;0.07.157;3_0yGs1ELE39Acv6F0DpWF;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.88;67.98;2438.0;ja;nee;ja;;;2100;
3004636;50;B2;hoek;30;0.07.402;01RiLNpzj09RcMi4C7nMc9;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.18;27.25;2438.0;ja;nee;ja;;;;
3004636;50;B2;hoek;30;0.07.172;1QvoRWySvEo8R$eF4IkV9t;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;6.21;15.14;2438.0;ja;nee;ja;;;;
3004636;50;B2;hoek;30;0.07.403;19vhHsEaz0SOtNkFj5yjfM;entree;VRK;Verkeersruimte;HAL;Hal;10.36;25.25;2438.0;nee;nee;nee;;;;
3004636;50;B2;hoek;30;0.07.176;0lF7FZunTFHQKqVA5WZuzW;badkamer;VTK;Vertrek;BAD;Badruimte;5.09;12.41;2438.0;ja;nee;ja;;DOU,WAS;;
3004636;50;B2;hoek;30;0.07.163;0rosE$EKD8UfQdlnbF$Lla;technische ruimte;OVR;Overige ruimtes;TEC;Technische ruimte;4.13;10.06;2438.0;nee;nee;nee;;;;
3004644;58;B2;hoek;31;0.07.171;2VwHcuJUn7pRC5wls5LPOH;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;28.04;68.38;2438.0;ja;nee;ja;;;2100;
3004644;58;B2;hoek;31;0.07.164;1nS4wQEzHD7RdY9jWFmCZp;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;10.81;26.35;2438.0;ja;nee;ja;;;;
3004644;58;B2;hoek;31;0.07.158;3ixugnSOP79hImu4kWFDmS;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;6.21;15.15;2438.0;ja;nee;ja;;;;
3004644;58;B2;hoek;31;0.07.165;1YmJTpc5fCExFBUdE$kyOs;entree;VRK;Verkeersruimte;HAL;Hal;10.58;25.79;2438.0;nee;nee;nee;;;;
3004644;58;B2;hoek;31;0.07.162;21eWgox7TCNwtGygZJqLK8;badkamer;VTK;Vertrek;BAD;Badruimte;5.09;12.41;2438.0;ja;nee;ja;;DOU,WAS;;
3004644;58;B2;hoek;31;0.07.405;0Box5R1VDD8OYFrSkpDg0K;technische ruimte;OVR;Overige ruimtes;TEC;Technische ruimte;4.13;10.06;2438.0;nee;nee;nee;;;;
3004645;59;B2;hoek;32;0.07.175;317vUcvu1CIvXQMXK84fT$;woonkamer / keuken;VTK;Vertrek;WOO;Woonkamer;27.88;67.98;2438.0;ja;nee;ja;;;2100;
3004645;59;B2;hoek;32;0.07.159;2deBhU6Z12CwRl$DRdznOl;slaapkamer 1;VTK;Vertrek;SLA;Slaapkamer;11.18;27.25;2438.0;ja;nee;ja;;;;
3004645;59;B2;hoek;32;0.07.401;11HpoZAwz6eQAD78dGcjm8;slaapkamer 2;VTK;Vertrek;SLA;Slaapkamer;6.21;15.15;2438.0;ja;nee;ja;;;;
3004645;59;B2;hoek;32;0.07.160;3VTwNgefv9KulaoZOayiyZ;entree;VRK;Verkeersruimte;HAL;Hal;10.36;25.25;2438.0;nee;nee;nee;;;;
3004645;59;B2;hoek;32;0.07.404;2FCFz2Hzj0Sx9d_VdeYUjJ;badkamer;VTK;Vertrek;BAD;Badruimte;5.09;12.41;2438.0;ja;nee;ja;;DOU,WAS;;
